name,position,birth_date,nationality,number,season,club
Nikola Maksimovic,Centre-Back,1991-11-25,Serbia,19,2019,10
Sebastiano Luperto,Centre-Back,1996-09-06,Italy,13,2019,10
Mário Rui,Left-Back,1991-05-27,Portugal,6,2019,10
Faouzi Ghoulam,Left-Back,1991-02-01,Algeria,31,2019,10
Giovanni Di Lorenzo,Right-Back,1993-08-04,Italy,22,2019,10
Elseid Hysaj,Right-Back,1994-02-02,Albania,23,2019,10
Kévin Malcuit,Right-Back,1991-07-31,France,2,2019,10
Stanislav Lobotka,Defensive Midfield,1994-11-25,Slovakia,68,2019,10
Diego Demme,Defensive Midfield,1991-11-21,Germany,4,2019,10
Fabián Ruiz,Central Midfield,1996-04-03,Spain,8,2019,10
Allan,Central Midfield,1991-01-08,Brazil,5,2019,10
Eljif Elmas,Central Midfield,1999-09-24,North Macedonia,12,2019,10
Piotr Zielinski,Attacking Midfield,1994-05-20,Poland,20,2019,10
Amin Younes,Attacking Midfield,1993-08-06,Germany,34,2019,10
Lorenzo Insigne,Left Winger,1991-06-04,Italy,24,2019,10
Hirving Lozano,Right Winger,1995-07-30,Mexico,11,2019,10
Matteo Politano,Right Winger,1993-08-03,Italy,21,2019,10
José Callejón,Right Winger,1987-02-11,Spain,7,2019,10
Arkadiusz Milik,Centre-Forward,1994-02-28,Poland,99,2019,10
Dries Mertens,Centre-Forward,1987-05-06,Belgium,14,2019,10
Fernando Llorente,Centre-Forward,1985-02-26,Spain,9,2019,10
Samir Handanovic,Goalkeeper,1984-07-14,Slovenia,1,2019,15
Daniele Padelli,Goalkeeper,1985-10-25,Italy,27,2019,15
Tommaso Berni,Goalkeeper,1983-03-06,Italy,46,2019,15
Filip Stankovic,Goalkeeper,2002-02-25,Serbia,35,2019,15
Stefan de Vrij,Centre-Back,1992-02-05,Netherlands,6,2019,15
Milan Skriniar,Centre-Back,1995-02-11,Slovakia,37,2019,15
Alessandro Bastoni,Centre-Back,1999-04-13,Italy,95,2019,15
Diego Godín,Centre-Back,1986-02-16,Uruguay,2,2019,15
Andrea Ranocchia,Centre-Back,1988-02-16,Italy,13,2019,15
Lorenzo Pirola,Centre-Back,2002-02-20,Italy,31,2019,15
Cristiano Biraghi,Left-Back,1992-09-01,Italy,34,2019,15
Ashley Young,Left-Back,1985-07-09,England,15,2019,15
Danilo D'Ambrosio,Right-Back,1988-09-09,Italy,33,2019,15
Marcelo Brozovic,Defensive Midfield,1992-11-16,Croatia,77,2019,15
Lucien Agoume,Defensive Midfield,2002-02-09,France,32,2019,15
Nicolò Barella,Central Midfield,1997-02-07,Italy,23,2019,15
Stefano Sensi,Central Midfield,1995-08-05,Italy,12,2019,15
Matías Vecino,Central Midfield,1991-08-24,Uruguay,8,2019,15
Roberto Gagliardini,Central Midfield,1994-04-07,Italy,5,2019,15
Borja Valero,Central Midfield,1985-01-12,Spain,20,2019,15
Victor Moses,Right Midfield,1990-12-12,Nigeria,11,2019,15
Antonio Candreva,Right Midfield,1987-02-28,Italy,87,2019,15
Kwadwo Asamoah,Left Midfield,1988-12-09,Ghana,18,2019,15
Christian Eriksen,Attacking Midfield,1992-02-14,Denmark,24,2019,15
Romelu Lukaku,Centre-Forward,1993-05-13,Belgium,9,2019,15
Lautaro Martínez,Centre-Forward,1997-08-22,Argentina,10,2019,15
Alexis Sánchez,Centre-Forward,1988-12-19,Chile,7,2019,15
Sebastiano Esposito,Centre-Forward,2002-07-02,Italy,30,2019,15
Edoardo Vergani,Centre-Forward,2001-02-06,Italy,39,2019,15
Matias Fonseca,Centre-Forward,2001-03-12,Italy,40,2019,15
Gianluigi Donnarumma,Goalkeeper,1999-02-25,Italy,99,2019,19
Asmir Begovic,Goalkeeper,1987-06-20,Bosnia-Herzegovina,1,2019,19
Antonio Donnarumma,Goalkeeper,1990-07-07,Italy,90,2019,19
Alessio Romagnoli,Centre-Back,1995-01-12,Italy,13,2019,19
Mateo Musacchio,Centre-Back,1990-08-26,Argentina,22,2019,19
Léo Duarte,Centre-Back,1996-07-17,Brazil,43,2019,19
Simon Kjaer,Centre-Back,1989-03-26,Denmark,24,2019,19
Matteo Gabbia,Centre-Back,1999-10-21,Italy,46,2019,19
Theo Hernández,Left-Back,1997-10-06,France,19,2019,19
Diego Laxalt,Left-Back,1993-02-07,Uruguay,93,2019,19
Andrea Conti,Right-Back,1994-03-02,Italy,12,2019,19
Davide Calabria,Right-Back,1996-12-06,Italy,2,2019,19
Ismaël Bennacer,Defensive Midfield,1997-12-01,Algeria,4,2019,19
Lucas Biglia,Defensive Midfield,1986-01-30,Argentina,20,2019,19
Franck Kessié,Central Midfield,1996-12-19,Cote d'Ivoire,79,2019,19
Giacomo Bonaventura,Central Midfield,1989-08-22,Italy,5,2019,19
Rade Krunic,Central Midfield,1993-10-07,Bosnia-Herzegovina,33,2019,19
Lucas Paquetá,Attacking Midfield,1997-08-27,Brazil,39,2019,19
Hakan Calhanoglu,Attacking Midfield,1994-02-08,Turkey,10,2019,19
Ante Rebic,Left Winger,1993-09-21,Croatia,18,2019,19
Rafael Leão,Left Winger,1999-06-10,Portugal,17,2019,19
Samu Castillejo,Right Winger,1995-01-18,Spain,7,2019,19
Alexis Saelemaekers,Right Winger,1999-06-27,Belgium,56,2019,19
Zlatan Ibrahimovic,Centre-Forward,1981-10-03,Sweden,21,2019,19
Pau López,Goalkeeper,1994-12-13,Spain,13,2019,18
Antonio Mirante,Goalkeeper,1983-07-08,Italy,83,2019,18
Daniel Fuzato,Goalkeeper,1997-07-04,Brazil,63,2019,18
Matteo Cardinali,Goalkeeper,2001-06-28,Italy,45,2019,18
Gianluca Mancini,Centre-Back,1996-04-17,Italy,23,2019,18
Chris Smalling,Centre-Back,1989-11-22,England,6,2019,18
Juan Jesus,Centre-Back,1991-06-10,Brazil,5,2019,18
Federico Fazio,Centre-Back,1987-03-17,Argentina,20,2019,18
Roger Ibañez,Centre-Back,1998-11-23,Brazil,41,2019,18
Mert Cetin,Centre-Back,1997-01-01,Turkey,15,2019,18
Leonardo Spinazzola,Left-Back,1993-03-25,Italy,37,2019,18
Aleksandar Kolarov,Left-Back,1985-11-10,Serbia,11,2019,18
Alessandro Florenzi,Right-Back,1991-03-11,Italy,24,2019,18
Davide Zappacosta,Right-Back,1992-06-11,Italy,2,2019,18
Davide Santon,Right-Back,1991-01-02,Italy,18,2019,18
Bruno Peres,Right-Back,1990-03-01,Brazil,33,2019,18
Amadou Diawara,Defensive Midfield,1997-07-17,Guinea,42,2019,18
Lorenzo Pellegrini,Central Midfield,1996-06-19,Italy,7,2019,18
Bryan Cristante,Central Midfield,1995-03-03,Italy,4,2019,18
Jordan Veretout,Central Midfield,1993-03-01,France,21,2019,18
Gonzalo Villar,Central Midfield,1998-03-23,Spain,14,2019,18
Henrikh Mkhitaryan,Attacking Midfield,1989-01-21,Armenia,77,2019,18
Javier Pastore,Attacking Midfield,1989-06-20,Argentina,27,2019,18
Justin Kluivert,Left Winger,1999-05-05,Netherlands,99,2019,18
Diego Perotti,Left Winger,1988-07-26,Argentina,8,2019,18
Nicolò Zaniolo,Right Winger,1999-07-02,Italy,22,2019,18
Cengiz Ünder,Right Winger,1997-07-14,Turkey,17,2019,18
Carles Pérez,Right Winger,1998-02-16,Spain,31,2019,18
Mirko Antonucci,Right Winger,1999-03-11,Italy,48,2019,18
Edin Dzeko,Centre-Forward,1986-03-17,Bosnia-Herzegovina,9,2019,18
Nikola Kalinic,Centre-Forward,1988-01-05,Croatia,19,2019,18
Bartlomiej Dragowski,Goalkeeper,1997-08-19,Poland,69,2019,12
Pietro Terracciano,Goalkeeper,1990-03-08,Italy,1,2019,12
Federico Brancolini,Goalkeeper,2001-07-14,Italy,33,2019,12
Nikola Milenkovic,Centre-Back,1997-10-12,Serbia,4,2019,12
Germán Pezzella,Centre-Back,1991-06-27,Argentina,20,2019,12
Igor,Centre-Back,1998-02-07,Brazil,3,2019,12
Federico Ceccherini,Centre-Back,1992-05-11,Italy,17,2019,12
Martín Cáceres,Centre-Back,1987-04-07,Uruguay,22,2019,12
Dalbert,Left-Back,1993-09-08,Brazil,29,2019,12
Aleksa Terzic,Left-Back,1999-08-17,Serbia,93,2019,12
Pol Lirola,Right-Back,1997-08-13,Spain,21,2019,12
Lorenzo Venuti,Right-Back,1995-04-12,Italy,23,2019,12
Erick Pulgar,Defensive Midfield,1994-01-15,Chile,78,2019,12
Milan Badelj,Defensive Midfield,1989-02-25,Croatia,5,2019,12
Gaetano Castrovilli,Central Midfield,1997-02-17,Italy,8,2019,12
Alfred Duncan,Central Midfield,1993-03-10,Ghana,88,2019,12
Marco Benassi,Central Midfield,1994-09-08,Italy,24,2019,12
Riccardo Sottil,Left Winger,1999-06-03,Italy,11,2019,12
Franck Ribéry,Left Winger,1983-04-07,France,7,2019,12
Federico Chiesa,Right Winger,1997-10-25,Italy,25,2019,12
Rachid Ghezzal,Right Winger,1992-05-09,Algeria,18,2019,12
Kevin Agudelo,Right Winger,1998-11-14,Colombia,19,2019,12
Cyril Théréau,Second Striker,1983-04-24,France,77,2019,12
Christian Kouamé,Centre-Forward,1997-12-06,Cote d'Ivoire,9,2019,12
Dusan Vlahovic,Centre-Forward,2000-01-28,Serbia,28,2019,12
Patrick Cutrone,Centre-Forward,1998-01-03,Italy,63,2019,12
Thomas Strakosha,Goalkeeper,1995-03-19,Albania,1,2019,2
Silvio Proto,Goalkeeper,1983-05-23,Belgium,24,2019,2
Guido Guerrieri,Goalkeeper,1996-02-25,Italy,23,2019,2
Luiz Felipe,Centre-Back,1997-03-22,Brazil,3,2019,2
Francesco Acerbi,Centre-Back,1988-02-10,Italy,33,2019,2
Patric,Centre-Back,1993-04-17,Spain,4,2019,2
Denis Vavro,Centre-Back,1996-04-10,Slovakia,93,2019,2
Stefan Radu,Centre-Back,1986-10-22,Romania,26,2019,2
Bastos,Centre-Back,1991-03-27,Angola,15,2019,2
Nicolò Armini,Centre-Back,2001-03-07,Italy,13,2019,2
Jorge Silva,Centre-Back,1999-02-04,Portugal,49,2019,2
Jordan Lukaku,Left-Back,1994-07-25,Belgium,5,2019,2
Manuel Lazzari,Right-Back,1993-11-29,Italy,29,2019,2
Adam Marusic,Right-Back,1992-10-17,Montenegro,77,2019,2
Djavan Anderson,Right-Back,1995-04-21,Netherlands,8,2019,2
Lucas Leiva,Defensive Midfield,1987-01-09,Brazil,6,2019,2
Sergej Milinković-Savić,Central Midfield,1995-02-27,Serbia,21,2019,2
Luis Alberto,Central Midfield,1992-09-28,Spain,10,2019,2
Danilo Cataldi,Central Midfield,1994-08-06,Italy,32,2019,2
Marco Parolo,Central Midfield,1985-01-25,Italy,16,2019,2
Senad Lulic,Left Midfield,1986-01-18,Bosnia-Herzegovina,19,2019,2
André Anderson,Attacking Midfield,1999-09-23,Italy,28,2019,2
Jony,Left Winger,1991-07-09,Spain,22,2019,2
Bobby Adekanye,Right Winger,1999-02-14,Netherlands,34,2019,2
Joaquín Correa,Second Striker,1994-08-13,Argentina,11,2019,2
Ciro Immobile,Centre-Forward,1990-02-20,Italy,17,2019,2
Felipe Caicedo,Centre-Forward,1988-09-05,Ecuador,20,2019,2
Pierluigi Gollini,Goalkeeper,1995-03-18,Italy,95,2019,8
Marco Sportiello,Goalkeeper,1992-05-10,Italy,57,2019,8
Francesco Rossi,Goalkeeper,1991-04-27,Italy,31,2019,8
Rafael Tolói,Centre-Back,1990-10-10,Italy,2,2019,8
Berat Djimsiti,Centre-Back,1993-02-19,Albania,19,2019,8
Mattia Caldara,Centre-Back,1994-05-05,Italy,3,2019,8
José Luis Palomino,Centre-Back,1990-01-05,Argentina,6,2019,8
Bosko Sutalo,Centre-Back,2000-01-01,Croatia,4,2019,8
Robin Gosens,Left-Back,1994-07-05,Germany,8,2019,8
Lennart Czyborra,Left-Back,1999-05-03,Germany,7,2019,8
Timothy Castagne,Right-Back,1995-12-05,Belgium,21,2019,8
Hans Hateboer,Right-Back,1994-01-09,Netherlands,33,2019,8
Raoul Bellanova,Right-Back,2000-05-17,Italy,22,2019,8
Marten de Roon,Defensive Midfield,1991-03-29,Netherlands,15,2019,8
Adrien Tamèze,Defensive Midfield,1994-02-04,Cameroon,5,2019,8
Remo Freuler,Central Midfield,1992-04-15,Switzerland,11,2019,8
Mario Pasalic,Central Midfield,1995-02-09,Croatia,88,2019,8
Ruslan Malinovskyi,Attacking Midfield,1993-05-04,Ukraine,18,2019,8
Ebrima Colley,Left Winger,2000-02-01,The Gambia,90,2019,8
Josip Ilicic,Second Striker,1988-01-29,Slovenia,72,2019,8
Papu Gómez,Second Striker,1988-02-15,Argentina,10,2019,8
Duván Zapata,Centre-Forward,1991-04-01,Colombia,91,2019,8
Luis Muriel,Centre-Forward,1991-04-16,Colombia,9,2019,8
Salvatore Sirigu,Goalkeeper,1987-01-12,Italy,39,2019,7
Samir Ujkani,Goalkeeper,1988-07-05,Kosovo,18,2019,7
Antonio Rosati,Goalkeeper,1983-06-26,Italy,25,2019,7
Armando Izzo,Centre-Back,1992-03-02,Italy,5,2019,7
Nicolas N'Koulou,Centre-Back,1990-03-27,Cameroon,33,2019,7
Lyanco,Centre-Back,1997-02-01,Brazil,4,2019,7
Bremer,Centre-Back,1997-03-18,Brazil,36,2019,7
Koffi Djidji,Centre-Back,1992-11-30,Cote d'Ivoire,30,2019,7
Cristian Ansaldi,Left-Back,1986-09-20,Argentina,15,2019,7
Ola Aina,Right-Back,1996-10-08,Nigeria,34,2019,7
Lorenzo De Silvestri,Right-Back,1988-05-23,Italy,29,2019,7
Wilfried Singo,Right-Back,2000-12-25,Cote d'Ivoire,17,2019,7
Soualiho Meïté,Defensive Midfield,1994-03-17,France,23,2019,7
Tomás Rincón,Defensive Midfield,1988-01-13,Venezuela,88,2019,7
Daniele Baselli,Central Midfield,1992-03-12,Italy,8,2019,7
Sasa Lukic,Central Midfield,1996-08-13,Serbia,7,2019,7
Simone Verdi,Attacking Midfield,1992-07-12,Italy,24,2019,7
Álex Berenguer,Left Winger,1995-07-04,Spain,21,2019,7
Vincenzo Millico,Left Winger,2000-08-12,Italy,22,2019,7
Simone Edera,Right Winger,1997-01-09,Italy,20,2019,7
Andrea Belotti,Centre-Forward,1993-12-20,Italy,9,2019,7
Simone Zaza,Centre-Forward,1991-06-25,Italy,11,2019,7
Alessio Cragno,Goalkeeper,1994-06-28,Italy,28,2019,11
Robin Olsen,Goalkeeper,1990-01-08,Sweden,90,2019,11
Rafael,Goalkeeper,1982-03-03,Brazil,1,2019,11
Sebastian Walukiewicz,Centre-Back,2000-04-05,Poland,40,2019,11
Luca Ceppitelli,Centre-Back,1989-08-11,Italy,23,2019,11
Ragnar Klavan,Centre-Back,1985-10-30,Estonia,15,2019,11
Fabio Pisacane,Centre-Back,1986-01-28,Italy,19,2019,11
Andrea Carboni,Centre-Back,2001-02-04,Italy,36,2019,11
Luca Pellegrini,Left-Back,1999-03-07,Italy,33,2019,11
Charalampos Lykogiannis,Left-Back,1993-10-22,Greece,22,2019,11
Paolo Faragò,Right-Back,1993-02-12,Italy,24,2019,11
Federico Mattiello,Right-Back,1995-07-14,Italy,3,2019,11
Fabrizio Cacciatore,Right-Back,1986-10-08,Italy,12,2019,11
Christian Oliva,Defensive Midfield,1996-06-01,Uruguay,17,2019,11
Luca Cigarini,Defensive Midfield,1986-06-20,Italy,8,2019,11
Riccardo Ladinetti,Defensive Midfield,2000-12-20,Italy,35,2019,11
Radja Nainggolan,Central Midfield,1988-05-04,Belgium,4,2019,11
Marko Rog,Central Midfield,1995-07-19,Croatia,6,2019,11
Artur Ionita,Central Midfield,1990-08-17,Moldova,21,2019,11
Nahitan Nández,Right Midfield,1995-12-28,Uruguay,18,2019,11
Gastón Pereiro,Attacking Midfield,1995-06-11,Uruguay,20,2019,11
Valter Birsa,Attacking Midfield,1986-08-07,Slovenia,14,2019,11
João Pedro,Second Striker,1992-03-09,Brazil,10,2019,11
Daniele Ragatzu,Second Striker,1991-09-21,Italy,26,2019,11
Giovanni Simeone,Centre-Forward,1995-07-05,Argentina,99,2019,11
Leonardo Pavoletti,Centre-Forward,1988-11-26,Italy,30,2019,11
Alberto Paloschi,Centre-Forward,1990-01-04,Italy,9,2019,11
Mattia Perin,Goalkeeper,1992-11-10,Italy,1,2019,14
Salvador Ichazo,Goalkeeper,1992-01-26,Uruguay,13,2019,14
Federico Marchetti,Goalkeeper,1983-02-07,Italy,22,2019,14
Cristian Romero,Centre-Back,1998-04-27,Argentina,17,2019,14
Adama Soumaoro,Centre-Back,1992-06-18,France,92,2019,14
Davide Biraschi,Centre-Back,1994-07-02,Italy,14,2019,14
Domenico Criscito,Centre-Back,1986-12-30,Italy,4,2019,14
Ivan Radovanovic,Centre-Back,1988-08-29,Serbia,21,2019,14
Cristián Zapata,Centre-Back,1986-09-30,Colombia,2,2019,14
Edoardo Goldaniga,Centre-Back,1993-11-02,Italy,5,2019,14
Andrea Masiello,Centre-Back,1986-02-05,Italy,55,2019,14
Antonio Barreca,Left-Back,1995-03-18,Italy,3,2019,14
Marko Pajac,Left-Back,1993-05-11,Croatia,33,2019,14
Peter Ankersen,Right-Back,1990-09-22,Denmark,32,2019,14
Lasse Schöne,Defensive Midfield,1986-05-27,Denmark,20,2019,14
Valon Behrami,Defensive Midfield,1985-04-19,Switzerland,85,2019,14
Stefano Sturaro,Central Midfield,1993-03-09,Italy,27,2019,14
Lukas Lerager,Central Midfield,1993-07-12,Denmark,8,2019,14
Francesco Cassata,Central Midfield,1997-07-16,Italy,29,2019,14
Filip Jagiello,Central Midfield,1997-08-08,Poland,15,2019,14
Sebastian Eriksson,Central Midfield,1989-01-31,Sweden,16,2019,14
Paolo Ghiglione,Right Midfield,1997-02-02,Italy,18,2019,14
Iago Falque,Right Winger,1990-01-04,Spain,10,2019,14
Goran Pandev,Second Striker,1983-07-27,North Macedonia,19,2019,14
Andrea Pinamonti,Centre-Forward,1999-05-19,Italy,99,2019,14
Antonio Sanabria,Centre-Forward,1996-03-04,Paraguay,9,2019,14
Andrea Favilli,Centre-Forward,1997-05-17,Italy,30,2019,14
Mattia Destro,Centre-Forward,1991-03-20,Italy,23,2019,14
Emil Audero,Goalkeeper,1997-01-18,Italy,1,2019,20
Andrea Seculin,Goalkeeper,1990-07-14,Italy,22,2019,20
Wladimiro Falcone,Goalkeeper,1995-04-12,Italy,30,2019,20
Omar Colley,Centre-Back,1992-10-24,The Gambia,15,2019,20
Maya Yoshida,Centre-Back,1988-08-24,Japan,34,2019,20
Julian Chabot,Centre-Back,1998-02-12,Germany,5,2019,20
Lorenzo Tonelli,Centre-Back,1990-01-17,Italy,21,2019,20
Alex Ferrari,Centre-Back,1994-07-01,Italy,25,2019,20
Nicola Murru,Left-Back,1994-12-16,Italy,29,2019,20
Tommaso Augello,Left-Back,1994-08-30,Italy,3,2019,20
Bartosz Bereszynski,Right-Back,1992-07-12,Poland,24,2019,20
Fabio Depaoli,Right-Back,1997-04-24,Italy,12,2019,20
Albin Ekdal,Defensive Midfield,1989-07-28,Sweden,6,2019,20
Karol Linetty,Central Midfield,1995-02-02,Poland,7,2019,20
Ronaldo Vieira,Central Midfield,1998-07-19,England,4,2019,20
Andrea Bertolacci,Central Midfield,1991-01-11,Italy,91,2019,20
Mehdi Léris,Central Midfield,1998-05-23,France,26,2019,20
Morten Thorsby,Central Midfield,1996-05-05,Norway,18,2019,20
Kristoffer Askildsen,Central Midfield,2001-01-09,Norway,16,2019,20
Jakub Jankto,Left Midfield,1996-01-19,Czech Republic,14,2019,20
Gastón Ramírez,Attacking Midfield,1990-12-02,Uruguay,11,2019,20
Gonzalo Maroni,Attacking Midfield,1999-03-18,Argentina,20,2019,20
Manolo Gabbiadini,Centre-Forward,1991-11-26,Italy,23,2019,20
Antonino La Gumina,Centre-Forward,1996-03-06,Italy,17,2019,20
Federico Bonazzoli,Centre-Forward,1997-05-21,Italy,9,2019,20
Fabio Quagliarella,Centre-Forward,1983-01-31,Italy,27,2019,20
Andrea Consigli,Goalkeeper,1987-01-27,Italy,47,2019,6
Stefano Turati,Goalkeeper,2001-09-05,Italy,63,2019,6
Alessandro Russo,Goalkeeper,2001-03-31,Italy,64,2019,6
Gianluca Pegolo,Goalkeeper,1981-03-25,Italy,56,2019,6
Gian Marco Ferrari,Centre-Back,1992-05-15,Italy,31,2019,6
Marlon,Centre-Back,1995-09-07,Brazil,2,2019,6
Filippo Romagna,Centre-Back,1997-05-26,Italy,19,2019,6
Vlad Chiriches,Centre-Back,1989-11-14,Romania,21,2019,6
Giangiacomo Magnani,Centre-Back,1995-10-04,Italy,32,2019,6
Federico Peluso,Centre-Back,1984-01-20,Italy,13,2019,6
Leonardo Fontanesi,Centre-Back,1996-02-20,Italy,96,2019,6
Rogério,Left-Back,1998-01-13,Brazil,6,2019,6
Georgios Kyriakopoulos,Left-Back,1996-02-05,Greece,77,2019,6
Alessandro Tripaldelli,Left-Back,1999-02-09,Italy,33,2019,6
Mert Müldür,Right-Back,1999-04-03,Turkey,17,2019,6
Jeremy Toljan,Right-Back,1994-08-08,Germany,22,2019,6
Manuel Locatelli,Defensive Midfield,1998-01-08,Italy,73,2019,6
Francesco Magnanelli,Defensive Midfield,1984-11-12,Italy,4,2019,6
Andrea Ghion,Defensive Midfield,2000-02-23,Italy,44,2019,6
Alfred Duncan,Central Midfield,1993-03-10,Ghana,8,2019,6
Pedro Obiang,Central Midfield,1992-03-27,Equatorial Guinea,14,2019,6
Mehdi Bourabia,Central Midfield,1991-08-07,Morocco,68,2019,6
Luca Mazzitelli,Central Midfield,1995-11-15,Italy,36,2019,6
Hamed Junior Traorè,Attacking Midfield,2000-02-16,Cote d'Ivoire,23,2019,6
Filip Djuricic,Attacking Midfield,1992-01-30,Serbia,10,2019,6
Jérémie Boga,Left Winger,1997-01-03,Cote d'Ivoire,7,2019,6
Lukas Haraslin,Left Winger,1996-05-26,Slovakia,28,2019,6
Domenico Berardi,Right Winger,1994-08-01,Italy,25,2019,6
Grégoire Defrel,Centre-Forward,1991-06-17,Martinique,11,2019,6
Francesco Caputo,Centre-Forward,1987-08-06,Italy,9,2019,6
Giacomo Raspadori,Centre-Forward,2000-02-18,Italy,18,2019,6
Juan Musso,Goalkeeper,1994-05-06,Argentina,1,2019,17
Nícolas,Goalkeeper,1988-04-12,Brazil,88,2019,17
Samuele Perisan,Goalkeeper,1997-08-21,Italy,27,2019,17
Rodrigo Becão,Centre-Back,1996-01-19,Brazil,50,2019,17
Samir,Centre-Back,1994-12-05,Brazil,3,2019,17
William Troost-Ekong,Centre-Back,1993-09-01,Nigeria,5,2019,17
Bram Nuytinck,Centre-Back,1990-05-04,Netherlands,17,2019,17
Sebastian Prödl,Centre-Back,1987-06-21,Austria,4,2019,17
Sebastien De Maio,Centre-Back,1987-03-05,France,87,2019,17
Marvin Zeegelaar,Left-Back,1990-08-12,Netherlands,77,2019,17
Jens Stryger Larsen,Right-Back,1991-02-21,Denmark,19,2019,17
Hidde ter Avest,Right-Back,1997-05-20,Netherlands,18,2019,17
Rolando Mandragora,Defensive Midfield,1997-06-29,Italy,38,2019,17
Walace,Defensive Midfield,1995-04-04,Brazil,11,2019,17
Mato Jajalo,Defensive Midfield,1988-05-25,Bosnia-Herzegovina,8,2019,17
Rodrigo de Paul,Central Midfield,1994-05-24,Argentina,10,2019,17
Seko Fofana,Central Midfield,1995-05-07,Cote d'Ivoire,6,2019,17
Ken Sema,Left Midfield,1993-09-30,Sweden,12,2019,17
Kevin Lasagna,Centre-Forward,1992-08-10,Italy,15,2019,17
Stefano Okaka,Centre-Forward,1989-08-09,Italy,7,2019,17
Ilija Nestorovski,Centre-Forward,1990-03-12,North Macedonia,30,2019,17
Lukasz Teodorczyk,Centre-Forward,1991-06-03,Poland,91,2019,17
Emanuele Rovini,Centre-Forward,1995-02-20,Italy,40,2019,17
Ionut Radu,Goalkeeper,1997-05-28,Romania,92,2019,5
Luigi Sepe,Goalkeeper,1991-05-08,Italy,1,2019,5
Simone Colombi,Goalkeeper,1991-07-01,Italy,34,2019,5
Riccardo Gagliolo,Centre-Back,1990-04-28,Sweden,28,2019,5
Simone Iacoponi,Centre-Back,1987-04-30,Italy,2,2019,5
Kastriot Dermaku,Centre-Back,1992-01-15,Albania,3,2019,5
Bruno Alves,Centre-Back,1981-11-27,Portugal,22,2019,5
Giuseppe Pezzella,Left-Back,1997-11-29,Italy,97,2019,5
Vasco Regini,Left-Back,1990-09-09,Italy,5,2019,5
Matteo Darmian,Right-Back,1989-12-02,Italy,36,2019,5
Vincent Laurini,Right-Back,1989-06-10,France,16,2019,5
Gastón Brugman,Defensive Midfield,1992-09-07,Uruguay,15,2019,5
